train_loss,test_loss
0.49593432918190955,0.8937331216037273
0.31404660679399965,0.2349601399153471
0.2807924889028072,0.15975570850074292
0.2546219039708376,0.19380019035190343
0.24460845366120337,0.17198771629482507
0.2536486130207777,0.1559321653842926
0.27747598104178905,0.14279367487877606
0.2576430197805166,0.14374224171042443
0.22899198457598685,0.13529087223112582
0.2389932818710804,0.14932587388902901
0.2291184889152646,0.15039389461278915
0.1941452231258154,0.13138546358793973
0.2022438630461693,0.15199974918738007
0.2638193054124713,0.14146476238965988
0.2417341001331806,0.1256477794237435
0.2088756062090397,0.11006566906347871
0.18383611552417278,0.12341612149029971
0.12105416040867567,0.12720785837620496
0.1661003079265356,0.11316491086035967
0.18024646937847139,0.16138332568109034
0.2302040584385395,0.11693436114117503
0.2094159010797739,0.11106576142832637
0.13063497487455605,0.13756533578038216
0.16812105793505908,0.11954012023285031
0.14449884938076138,0.06561866987496615
0.13368560215458275,0.10206460624933243
0.19162525273859501,0.12494691338390113
0.185103434138,0.07218892788514494
0.11805728068575264,0.07412077107466758
0.1455064787529409,0.046192032312974335
0.10026643183082343,0.08228163912892342
0.14799566706642509,0.06969356048852206
0.1050465440377593,0.04393132479395717
0.11961545161902905,0.0757826646976173
0.16002200413495302,0.06887122549116612
0.14742586007341743,0.06751578303053975
0.12187255807220936,0.101299569029361
0.1170132895000279,0.08887360641732812
0.15919112423434853,0.04910183391533792
0.09326241202652455,0.032018320970237255
0.10863182586617767,0.09469880245625972
0.11594963045790792,0.025393606978468597
0.0897000593598932,0.03362038012593985
0.14166501741856335,0.05208758761174977
0.10084467846900225,0.059129657540470365
0.13141317591071128,0.035478139156475665
0.11182799302041531,0.05943714017048478
0.1773847441188991,0.04229097064584494
0.12387649747543036,0.08533114083111286
0.13566889748908578,0.04577899131923914
0.135739382263273,0.02730972493533045
0.1172558655962348,0.12208946185186505
0.09178512860089541,0.054568681446835396
0.12027788450941443,0.07368793271481991
0.10107014626264572,0.023117241826839746
0.16538183633238077,0.0674161056894809
0.08774076602421702,0.027309431876055897
0.10644124131649732,0.0554112580884248
0.1199006806127727,0.05243192940950394
0.09975687684491277,0.05066381016746163
0.09225660837255419,0.025549456826411188
0.07289933105930686,0.034605517624877395
0.10002244468778372,0.029358134157955646
0.15015849275514484,0.08670278985053301
0.11462973468005658,0.04406797593459487
0.1213328112848103,0.02692615959327668
0.09078889563679696,0.03380013446323574
0.12824498005211354,0.055845667542889714
0.09063766542822123,0.04761719140224159
0.10895629432052374,0.06542596914805472
0.0784617765340954,0.06269463747739792
0.08634743792936206,0.031694666361436245
0.09613358722999692,0.025871561146341263
0.07065363992005587,0.029647229858674108
0.07841437966562807,0.03870989263989031
0.08123232042416931,0.0973648145236075
0.05749894785694778,0.014599488743115216
0.06381637915037572,0.016549782869406046
0.07304280921816826,0.015234606291633099
0.05977453056257218,0.014698289220687001
0.08253938416019083,0.026427406566217542
0.06920336340554059,0.029306027963757517
0.08082273290492595,0.013449674118310212
0.04855028735473752,0.01490482964552939
0.09162117950618268,0.024530969737097622
0.053917349828407166,0.01527961959131062
0.056022145715542135,0.016766584422439338
0.057941363053396346,0.014558638480957597
0.042424135841429234,0.014610904715955258
0.04453583164140582,0.021340749559458347
0.042204214911907914,0.024097825535573065
0.056739780213683845,0.01594354279572144
0.038596710190176964,0.021291855461895465
0.03624833086505532,0.014758922548498959
0.017969496664591134,0.012901028003543615
0.046488417452201246,0.02279658738989383
0.04527358263731003,0.01510642061708495
0.06835773200727999,0.021012188349850476
0.07189300768077374,0.035841307677328585
0.08238699836656452,0.016821031761355697
0.05329425961244851,0.010744263378437608
0.07219635345973074,0.022087825015187263
0.09126870967447757,0.012570640847552567
0.031507697771303356,0.01911286958027631
0.0522726807044819,0.01059577830368653
0.026050958968698978,0.013779834336601198
0.0319448514143005,0.01688317485153675
0.03702315464615822,0.014893327897880226
0.037349666305817666,0.020869590071961285
0.02834910920355469,0.011955719911493362
0.031062055577058344,0.012119964675512164
0.04726095271762461,0.019474269663915036
0.07554152738302947,0.016984173723030835
0.02893842386547476,0.009721442501759157
0.03161446328740567,0.015913404570892454
0.04348004446364939,0.016669137571007013
0.059143398376181724,0.012746433848515154
0.036449565831571815,0.01878349179867655
0.07160116622690112,0.01668366702273488
0.034551310702227056,0.01541836213087663
0.03864627564325929,0.012581302104517817
0.03724334451835602,0.013491313247941434
0.030649453960359098,0.023034775676205755
0.04015883863903582,0.013610929229762404
0.06578069131355732,0.015248580095358193
0.04967581033706665,0.0152613041177392
0.029807900870218874,0.008232436119578778
0.033549915556795894,0.012171803729142994
0.05317191758658737,0.011339583473745734
0.024569241143763066,0.008749111825600266
0.02878128308802843,0.01624634224222973
0.07876072821673005,0.010211584982462227
0.0298642112640664,0.022505924301221968
0.030743616889230906,0.028994909091852605
0.024348401511088014,0.011072731052991003
0.03614907392766327,0.017255990046542137
0.03728180998004973,0.01735129478154704
0.02457412879448384,0.012821367890574038
0.026346105011180045,0.0216785134235397
0.04258309258148074,0.012947154741268604
0.030963777448050678,0.013657336770556867
0.03432553189340979,0.009959988230839371
0.030089556495659052,0.019011471774429082
0.06003985373536125,0.01033794843358919
0.053815980721265075,0.03279384891036898
0.025869313254952432,0.01656265675323084
0.03903595994925126,0.017391648017801343
0.030775666446425022,0.018319872273132205
0.026835577096790075,0.02638080523815006
0.030924662377219646,0.017611402568873016
0.033418848249129954,0.011605977178551257
0.038847666792571546,0.017076858086511493
0.018231658323202282,0.01226701470790431
0.03811827388126403,0.012018457083031535
0.043386983417440204,0.018512959924992176
0.0357658622553572,0.022682522274553776
0.024587352154776455,0.014547028378583491
0.03264379340689629,0.016626849994063376
0.030902516888454558,0.011184317776933312
0.03436167133040726,0.0139537562453188
0.02266997976694256,0.015079074359964579
0.03511784581933171,0.010880050440318883
0.037509867013432084,0.0181149360537529
0.014142456918489189,0.00965021456591785
0.03774023645091802,0.023580717546865346
0.04521731983404607,0.023194817565381526
0.02660130828153342,0.02076892798766494
0.03127621742896736,0.012033887759316712
0.019237076689023525,0.010386205526301637
0.04564245996298268,0.011442050710320473
0.020692640310153367,0.009721573730930686
0.02848092291969806,0.01541256720200181
0.02833088431507349,0.007735815007472411
0.04887366739567369,0.009097565282136202
0.056437361426651476,0.015191797378938644
0.029479496751446278,0.011256322411354632
0.02110723580699414,0.021826317794620992
0.059731211769394575,0.021821529385633767
0.015252563543617726,0.0211472005629912
0.05186644308269024,0.021055537494830787
0.022756568784825505,0.01291073501110077
0.03373614825541153,0.016723670908249916
0.04007392326602712,0.010575095348758622
0.0275278432876803,0.012259798736777157
0.03240173199446872,0.015505640818737447
0.04297594262752682,0.01621237412560731
0.04632528955116868,0.009355263491161168
0.018627531360834837,0.010467049446888269
0.028135492792353035,0.012691092360764742
0.031550510961096734,0.014586702105589211
0.02240554925519973,0.011909223084803671
0.022539819253142922,0.01473959929542616
0.048955927637871356,0.01153696992667392
0.02384541629580781,0.009082884464878588
0.041501655452884735,0.008464336813194678
0.030758958868682386,0.012864048569463193
0.04844285757280886,0.014293885636143387
0.03149393443018198,0.020921634160913527
0.016946509468834848,0.013877948392182588
0.07432137217838317,0.02571687671355903
0.04220083620166406,0.022170407110825182
0.03420231505297124,0.01265241063432768
0.02101839806418866,0.009145844981539995
0.03386358272982761,0.0139455452025868
0.028576807212084533,0.01919533498818055
0.028904284071177243,0.012862225959543139
0.021652239910326897,0.01583478377899155
0.023218116874340923,0.013065045464318246
0.02594756104517728,0.01380116777261719
0.042131553182844075,0.014924450265243649
0.07765455965418369,0.02623433873988688
0.031264705746434626,0.013224731772206724
0.024258332955650986,0.016501979855820536
0.03607765132328496,0.010410488792695105
0.020866890111938118,0.014694269837345928
0.018131003389135,0.014719959339126945
0.037323985155671834,0.022714396482333542
0.02009018398821354,0.010846863063052296
0.05359999660868198,0.008861257788958028
0.020172310713678598,0.019973462040070444
0.020722428360022603,0.022437927909195424
0.022305913525633513,0.015533161675557494
0.029289052821695805,0.021037901397794486
0.017760123661719262,0.010350477532483637
0.024665793706662952,0.018830392444506287
0.021941510983742772,0.01366773857967928
0.05218172143213451,0.010293778323102742
0.03445034793112427,0.018902887171134353
0.0352014072239399,0.015106459083035588
0.016650397086050362,0.013365189435426146
0.02139996364712715,0.01743363851448521
0.05038926206761971,0.016145338811911644
0.027737610274925828,0.016256457755807786
0.0259316683979705,0.017454420526046305
0.027035479759797455,0.01719969749217853
0.03630800428800285,0.024025755007751285
0.04462231892393902,0.017441486835014074
0.025167799112387,0.011335171437822282
0.03216172643005848,0.010748509196564554
0.019030897680204363,0.010925161933992058
0.024249053781386466,0.01711417274782434
0.04943152130581439,0.013533959027845412
0.031324360077269374,0.019494854253716765
0.07854316777084022,0.01682329542003572
0.04876066537108272,0.017381395436823367
0.018005969119258225,0.010040292406920344
0.036307557148393246,0.016114573050290345
0.047158304892946035,0.010055679061915726
0.041381198109593245,0.020240794513374568
0.05810789059614763,0.014616994343232364
0.022340166964568198,0.01336292272200808
0.03314482704736292,0.012824304781388492
