train_loss,test_loss
0.055769175942987206,0.02812371415551752
0.04759334484115243,0.02780561856459826
0.05396273359656334,0.027999001322314143
0.04493190972134471,0.024519046074710785
0.0444470283575356,0.02406987827271223
0.05829188423231244,0.02764413518831134
0.04672293253242969,0.024541193922050297
0.04535067416727543,0.023211843837052583
0.03906045979820192,0.02299531372729689
0.0523170324973762,0.021419497444294392
0.045500264223665,0.022716977363452316
0.042750313738361,0.027027634168043733
0.043388772662729023,0.02620628407225013
0.051690634619444606,0.020988803184591235
0.03989924341440201,0.02192592741921544
0.045255329739302394,0.024196823136880995
0.034554259246215226,0.02449980347417295
0.04275225959718228,0.02059044112917036
0.03635792788118124,0.020767928468994796
0.045792770897969605,0.02098213221412152
0.04477901929058135,0.021390442778356375
0.02904050946235657,0.016170006585307418
0.03736766576766968,0.018146582497283816
0.0326604925096035,0.02621072674635798
0.048247862700372936,0.023610900146886705
0.037900465168058874,0.020913784056901932
0.027844485267996787,0.016795239117927848
0.026728024007752538,0.022533941138535737
0.03203784441575408,0.01851730652851984
0.035481563629582526,0.015718362724874167
0.031653782911598684,0.019686689677182585
0.03658347646705806,0.02533836157992482
0.034984729066491124,0.01756606505718082
0.03600056204013526,0.026892971508204938
0.024313009157776833,0.017608234514482318
0.05182053856551647,0.018804372285958378
0.040569145884364846,0.022526066997088492
0.03806872828863561,0.023291825684718787
0.03654605429619551,0.021663089632056653
0.038426170987077055,0.022980965804308653
0.03809186308644712,0.018898004461079837
0.03081890377216041,0.01867620290024206
0.03835980934090912,0.019661710038781165
0.03575262436643243,0.0169725379277952
0.03383937617763877,0.014639544496312738
0.03301705738995224,0.016771392018999905
0.031240941537544132,0.021232039416208864
0.04204129190184176,0.020055235885083674
0.02601400357671082,0.02092360615497455
0.03375763250514865,0.01741426162188873
0.029554224107414484,0.015965169109404088
0.03180591957643628,0.02141821213532239
0.04354259171523154,0.014515172997489572
0.029784799017943443,0.017103217048570513
0.04205887564457953,0.019459138314705342
0.033001905772835016,0.025365027082152665
0.036098554451018575,0.019554218561388552
0.03167900596745312,0.021082963102962822
0.026875401567667722,0.028555569774471223
0.028903500689193607,0.02609998740721494
0.032495342381298545,0.02383160643745214
0.026830785628408193,0.018753065976779906
0.03817720972001552,0.014671638924628496
0.021462228638119994,0.02179100740933791
0.03175460998900235,0.018577710774261503
0.034654714190401135,0.02782050321344286
0.0360974048729986,0.02202200316824019
0.031542748725041744,0.02568003718741238
0.038559081591665746,0.01712683806894347
0.03253041072748601,0.027962150597013534
0.03132329466752708,0.017192874571774156
0.034716801904141906,0.020792518090456725
0.03220568639226258,0.021091745810117572
